date,w?giel kamienny,w?giel brunatny,ropa,gaz,biomasa,el. Wodne,fotowoltaika,el. wiatrowe,,,
r/r,-9.0%,-10.8%,14.2%,20.1%,-77.3%,76.6%,,-6.6%,,,
