69096;;;;;;;;;185;207;;;;;OFFPEAK;23.10.2019;OFFPEAK_W-44-19;W;19;;;44.0;2019-10-23/OFFPEAK_W-44-19
69097;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_W-45-19;W;19;;;45.0;2019-10-23/OFFPEAK_W-45-19
69098;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_W-46-19;W;19;;;46.0;2019-10-23/OFFPEAK_W-46-19
69099;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_W-47-19;W;19;;;47.0;2019-10-23/OFFPEAK_W-47-19
69100;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_W-48-19;W;19;;;48.0;2019-10-23/OFFPEAK_W-48-19
69101;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_W-49-19;W;19;;;49.0;2019-10-23/OFFPEAK_W-49-19
69102;;205,6;;;;;;;175,2;236;870;2;870;2;OFFPEAK;23.10.2019;OFFPEAK_M-11-19;M;19;;11.0;;2019-10-23/OFFPEAK_M-11-19
69103;;203,5;;;;;;;;;2220;5;2220;5;OFFPEAK;23.10.2019;OFFPEAK_M-12-19;M;19;;12.0;;2019-10-23/OFFPEAK_M-12-19
69104;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_M-01-20;M;20;;1.0;;2019-10-23/OFFPEAK_M-01-20
69105;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_M-02-20;M;20;;2.0;;2019-10-23/OFFPEAK_M-02-20
69106;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_M-03-20;M;20;;3.0;;2019-10-23/OFFPEAK_M-03-20
69107;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_M-04-20;M;20;;4.0;;2019-10-23/OFFPEAK_M-04-20
69108;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_M-05-20;M;20;;5.0;;2019-10-23/OFFPEAK_M-05-20
69109;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_M-06-20;M;20;;6.0;;2019-10-23/OFFPEAK_M-06-20
69110;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_M-07-20;M;20;;7.0;;2019-10-23/OFFPEAK_M-07-20
69111;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_Q-1-20;Q;20;1.0;;;2019-10-23/OFFPEAK_Q-1-20
69112;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_Q-2-20;Q;20;2.0;;;2019-10-23/OFFPEAK_Q-2-20
69113;;;;;;;;;;247,5;;;;;OFFPEAK;23.10.2019;OFFPEAK_Q-3-20;Q;20;3.0;;;2019-10-23/OFFPEAK_Q-3-20
69114;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_Q-4-20;Q;20;4.0;;;2019-10-23/OFFPEAK_Q-4-20
69115;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_Q-1-21;Q;21;1.0;;;2019-10-23/OFFPEAK_Q-1-21
69116;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_Q-2-21;Q;21;2.0;;;2019-10-23/OFFPEAK_Q-2-21
69117;;232;;;;;;;230;235;19836;4;49590;10;OFFPEAK;23.10.2019;OFFPEAK_Y-20;Y;20;;;;2019-10-23/OFFPEAK_Y-20
69118;;234,5;;;;;;;231;238;9900;2;9900;2;OFFPEAK;23.10.2019;OFFPEAK_Y-21;Y;21;;;;2019-10-23/OFFPEAK_Y-21
69119;;;;;;;;;;;;;;;OFFPEAK;23.10.2019;OFFPEAK_Y-22;Y;22;;;;2019-10-23/OFFPEAK_Y-22
69120;220,5;223,5;218;224;6552;39;1448664;22;224;219;7728;46;14448;86;BASE;24.10.2019;BASE_W-44-19;W;19;;;44.0;2019-10-24/BASE_W-44-19
69121;237,5;237,57;236,5;238,5;2352;14;558768;7;238,5;236,5;3864;23;7560;45;BASE;24.10.2019;BASE_W-45-19;W;19;;;45.0;2019-10-24/BASE_W-45-19
69122;;;;;;;;;227;229;;;;;BASE;24.10.2019;BASE_W-46-19;W;19;;;46.0;2019-10-24/BASE_W-46-19
69123;;;;;;;;;228;245;;;;;BASE;24.10.2019;BASE_W-47-19;W;19;;;47.0;2019-10-24/BASE_W-47-19
69124;;;;;;;;;225;250;;;;;BASE;24.10.2019;BASE_W-48-19;W;19;;;48.0;2019-10-24/BASE_W-48-19
69125;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_W-49-19;W;19;;;49.0;2019-10-24/BASE_W-49-19
69126;236;234,94;233,2;236;67680;94;15888268,8;53;236;233,2;391680;544;695520;966;BASE;24.10.2019;BASE_M-11-19;M;19;;11.0;;2019-10-24/BASE_M-11-19
69127;226;226;225;226;40176;54;9056265,6;34;226;224,75;188976;254;401760;540;BASE;24.10.2019;BASE_M-12-19;M;19;;12.0;;2019-10-24/BASE_M-12-19
69128;255;255;255;255;1488;2;379440;1;255;251,5;21576;29;25296;34;BASE;24.10.2019;BASE_M-01-20;M;20;;1.0;;2019-10-24/BASE_M-01-20
69129;;;;;;;;;249;;;;;;BASE;24.10.2019;BASE_M-02-20;M;20;;2.0;;2019-10-24/BASE_M-02-20
69130;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_M-03-20;M;20;;3.0;;2019-10-24/BASE_M-03-20
69131;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_M-04-20;M;20;;4.0;;2019-10-24/BASE_M-04-20
69132;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_M-05-20;M;20;;5.0;;2019-10-24/BASE_M-05-20
69133;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_M-06-20;M;20;;6.0;;2019-10-24/BASE_M-06-20
69134;;;;;;;;;;;;;;;BASE;24.10.2019;BASE_M-07-20;M;20;;7.0;;2019-10-24/BASE_M-07-20
69135;252;252,67;252;253;15281;7;3859544;6;253;251,75;1076219;493;1628518;746;BASE;24.10.2019;BASE_Q-1-20;Q;20;1.0;;;2019-10-24/BASE_Q-1-20
69136;;266;;;;;;;264;267,25;24024;11;30576;14;BASE;24.10.2019;BASE_Q-2-20;Q;20;2.0;;;2019-10-24/BASE_Q-2-20
